,PC1,PC2,PC3,PC4,PC5,PC6,class
0,1.3184872668115726,-1.8445509829355609,-1.3849895285856826,0.3829985135142809,-0.44389565691212984,0.11233254984183455,1
1,-0.40679071218785756,0.4369118041744497,-0.25145039925525864,-0.0010144269577536098,0.15815695415831568,-0.37154028770728553,2
2,5.443372910432647,3.5363235846347076,1.690974963431286,-0.5057605537591563,-0.6525128086357896,-0.9850154521579545,0
3,0.7863443011616525,0.014207622845946873,-0.9148322007560998,-0.4568216701240528,-0.37161768096902775,-0.21031729650133835,1
4,0.04518702356887941,2.370859683680689,0.2776061562030626,-0.027971208966268736,-0.3261596309575933,-0.18932574620986953,2
5,-0.89377953235302,0.01262212305164588,0.11689228653812021,-0.2397727623517409,0.16727809346073322,0.04703868521831712,2
6,0.24498562324438286,1.2900672932940338,-0.715568760244733,0.10365419959092986,-0.38063911861172356,-0.3956786890531504,2
7,0.678350292605147,0.8311417365405211,-1.3066344679569775,0.738171504108418,-0.5322040022257225,-1.19436713280274,2
8,-1.5043830370882652,0.9143428351627131,-0.2785770746903701,1.0431118747070869,0.08957288347308943,0.30490730969432855,2
9,0.2533177954827997,0.1642993491408631,-0.6734769251200123,-0.10029575161494379,0.5977615553037473,-0.12075097735071137,2
10,-1.2179467131183126,0.49800552985896895,-0.14993878148758844,0.037716129957358645,0.15344034041643373,0.5052719045571141,2
11,0.4003943099855516,-0.1963631357758657,-0.7374653569529027,0.7676356107790577,-0.3719852096465496,-0.45880232287866046,2
12,-2.0492053922241644,1.8949230687065612,-0.3180176682365482,0.5026335697723553,-0.0894249882789005,0.8484683893914096,2
13,0.1497423238526028,-1.5109759870894854,-0.14763616337721808,0.14676679214263658,0.09540374291896735,0.25160786042951644,1
14,1.2540153587523566,-0.557024120728086,-1.6812894800241185,-0.2622458938779849,-0.9055964165795571,-0.4303723054195626,1
15,-1.0388267616886262,-0.06177887600597925,-0.5507940712814402,0.5602185427227199,-0.2781276467499537,1.1209698708761522,2
16,0.7289179604107104,1.7033602860613946,0.06269572319873384,0.6378592273525708,0.6976250228642559,0.8679385654396347,2
17,0.01081166232356901,1.5626035754385528,-0.4217523194344483,-0.012255777005545076,-0.25222748348746576,-0.3513614368774988,2
18,-1.961091035387595,0.25896258379107473,0.20825673476303727,-0.028927506591925223,0.5691382066850794,-0.13541310133939333,2
19,-1.242584090134291,1.6631324257731424,-1.2771367970828251,0.014342398606128837,-1.0188638899527518,1.3095110046923046,2
20,-2.924436635402752,-1.119884560763613,1.6981404307077064,-0.8382330812797546,-0.24369596397101825,-0.6693800828946717,2
21,-1.07321574906401,1.0636438225920146,-0.29584830033662635,-0.8561944663567628,0.3333117307538012,0.1930092402829203,2
22,0.15517375083908924,0.091150405928813,-0.018875994085541102,-0.6379625380093695,1.2229273364901356,-0.15408223106024396,2
23,3.590367154768698,0.9471590281058456,1.2576502713482707,-1.1071032304803816,0.7551019140630517,0.14720107915235311,0
24,-0.9583562796854553,0.7682840083779294,0.4045266530567859,0.45988974766387675,1.1362029179441973,0.6182480475497756,2
25,-1.4857812610433871,-0.5666681776415042,-0.3472788336942165,-1.0912303053802537,1.0149021652601666,-0.21410444930711658,2
26,-1.079859433673855,-0.5226588885165073,0.015184420368737647,-0.37238080900484066,0.38935638289734853,-0.13487485841127358,2
27,1.5361005734063224,-0.8482772190849857,-1.0273333760514198,-0.6095331082382982,-0.33488180320253824,-0.4631653863084266,1
28,0.166828316237784,1.454199281308883,-1.0707436364203167,-0.8269968305491967,0.875083023225746,-0.03914271585357119,2
29,0.528861404507616,-2.661097859948365,0.7079832717943781,-0.32972278572955704,-1.2072916969201422,0.615085387324194,1
30,4.026949918280238,-2.8322747297968225,0.2656766038042014,2.994217127082514,0.35075271908309874,-0.3205146449134948,1
31,-0.09070553695390013,0.8039324247284001,-1.1718101712497624,-0.7050787277166002,-0.6831944449073715,-0.16523799676690137,2
32,0.6143856145049958,0.4230124110684471,-1.0822732526180974,-0.6371764562010922,-0.6962891339660131,-0.0898110317147476,2
33,1.008575136848969,-0.7922024472175945,-0.8647813957863052,-0.5520140965899321,-0.283428053323693,0.1683341779437471,1
34,-1.4213948147463553,-1.5169639867987275,-0.6549651499887001,-0.4047348836052906,0.16930821707597093,0.35709639304484125,1
35,0.39517587391016373,-0.6477988117725987,0.8570219825652303,-0.3784038828111648,0.32211481984158463,-0.4875931347540402,1
36,1.0375932575721363,0.37378726241369853,0.033398448187821256,3.405943457601765,0.5441720418470138,-0.7135662273084641,2
37,-0.9714884880068425,1.4683919403558994,-0.1607930509113504,-0.04277950794259236,0.2928341259542144,-0.16799913618320594,2
38,-0.22505554739752712,0.20499514120069637,-0.3369636783328463,-0.2948465717868658,0.9347394416905915,-0.2778894897538765,2
39,-0.22925529314118803,-2.747215429570985,-0.11757334358380013,-0.13001803298505987,-0.5512138510012536,1.0054572718366481,1
40,3.5990322768096927,1.3007222863417187,3.553419904161959,-1.1910447050829582,0.3379602969272925,1.556000760549178,0
41,0.17457217787848442,-0.48888029085435575,-0.758093116187955,-0.9253610866987,-0.481869672320159,-0.49221859665945655,1
42,1.156311436401533,-1.2862619478829977,0.14947371424485378,-0.9103404599282413,-1.201050643665141,-0.3664205561880494,1
43,0.5421551337874425,-2.0845916733954324,1.3854657514287942,-0.7759109741541929,1.1045054208360072,-0.6103224722513414,1
44,-1.0723955708344315,-2.347290510526125,-0.3054010744451913,-1.2012934788285028,0.09827692112045601,-0.37441747556336885,1
45,1.2815210403366666,-0.7326709772021006,-0.9967496316629434,-0.8308040862176131,-0.6891862663165668,0.052940651393032834,1
46,-0.9218301601344749,-0.0658066957556823,-0.26261550059591426,1.1004733544389305,0.5096367614945672,0.5327207149056139,2
47,-1.4258702749689869,0.23404812073767134,0.5524081539613752,0.3245585515948355,-0.39245954599322624,-0.768971762226517,2
48,-2.725191201128809,0.45597414655253904,2.564289033080025,1.254016315688821,-1.5907693884232015,-1.0559068268650043,2
49,0.4366606365713219,1.3069944431086136,-0.24314612368878677,-0.09264184480053655,0.6101943114790948,-0.4540693190428869,2
50,-0.4104908063876824,1.1028440497552283,-0.1448680767152819,0.04434895311983627,0.060560976425665214,0.113955168491674,2
51,0.09186127414910544,-1.3244965667626862,0.6021718739271316,-0.11773050803307247,-0.6573624311061818,0.8820071453283282,1
52,0.30820826224424414,2.5700762831605237,-0.3514272858758617,0.58970728095404,-0.7326583811456269,1.0945601949419328,2
53,-0.9531941789595912,-0.2560197893926076,-0.2575669387020253,-0.5423546447403358,-0.3598710054814955,0.05002760409541814,2
54,0.5018662949168226,-2.023434742438648,-0.015380757891450705,-0.1483947660935519,1.6055008886583935,-0.15553009885901287,1
55,0.16392814703421454,-0.2989464771622739,0.08293183844437749,0.8175793120857432,0.5846175427038424,0.6620552769299546,2
56,-0.4339033487571542,-1.0310548387056626,-0.5759381752546998,0.9847136705340296,0.23503025012244963,0.11698366340794278,1
57,-0.41087084393219264,0.7577603073716278,-0.0933075815613212,0.9558118269928234,-0.09451404598858007,0.1761726252562746,2
58,-1.0144674790483343,0.8553232725357606,0.26023893663343356,-0.563423899827626,0.0032314883000339758,-0.5369324587514664,2
59,2.0659209233648266,-2.529987273576654,1.0261681216371124,0.5020815913172902,-0.4152432704665972,0.7477115634348716,1
60,-1.3054215866253542,-0.10426946986158318,0.1888294992020775,0.033539965703002536,1.0338083973398355,-0.6592859938854825,2
61,-3.248183668927823,-0.3346156706360861,4.001889667438127,0.3467858022906621,-0.8142727596092106,-0.24323141218852742,2
