,PC1_health,PC2_LBW,PC3_FEI,PC4_Mental,PC5_Death,PC6_Driving,PC7_Uninsurance,class
0,1.318487266811598,-1.8445509829356035,-1.3849895285856708,0.38299851351423286,-0.4438956569121444,0.11233254984183177,-0.1161291839537753,2
1,-0.40679071218780666,0.4369118041744218,-0.25145039925526474,-0.0010144269577069378,0.15815695415830663,-0.37154028770731196,0.06558426869221783,3
2,5.443372910432778,3.5363235846345975,1.6909749634312947,-0.5057605537592486,-0.6525128086358036,-0.9850154521579281,-0.5730907510073293,1
3,0.7863443011617834,0.014207622845861485,-0.9148322007560976,-0.45682167012410885,-0.37161768096905806,-0.21031729650140382,0.31096691541489385,3
4,0.045187023568926586,2.3708596836806834,0.2776061562030474,-0.027971208966260094,-0.32615963095760797,-0.18932574620988327,0.155896993477976,3
5,-0.893779532353136,0.012622123051736264,0.1168922865381112,-0.23977276235167816,0.16727809346076336,0.047038685218366856,0.2333264235563979,3
6,0.24498562324428164,1.290067293294104,-0.715568760244751,0.10365419959101799,-0.38063911861170235,-0.3956786890530794,0.030295579846707135,3
7,0.6783502926053037,0.8311417365404038,-1.3066344679569608,0.7381715041083635,-0.5322040022257758,-1.1943671328028027,0.16941389470359272,3
8,-1.5043830370882465,0.9143428351627081,-0.2785770746903604,1.0431118747070933,0.08957288347308376,0.3049073096943007,0.3596268711491782,3
9,0.2533177954828458,0.16429934914082925,-0.673476925120005,-0.10029575161498377,0.5977615553037363,-0.12075097735074487,-0.04131868996220641,3
10,-1.2179467131183994,0.49800552985903984,-0.14993878148760073,0.03771612995745395,0.1534403404164658,0.5052719045571422,0.4148064681151197,3
11,0.400394309985448,-0.19636313577580908,-0.7374653569529104,0.7676356107791302,-0.3719852096465437,-0.45880232287859757,-0.014957408891475137,3
12,-2.0492053922241045,1.8949230687065357,-0.3180176682365462,0.5026335697723717,-0.08942498827889146,0.8484683893913799,-0.09819938024790223,3
13,0.14974232385265926,-1.5109759870895256,-0.14763616337721008,0.146766792142547,0.09540374291893679,0.25160786042946104,0.11937254862215578,2
14,1.254015358752408,-0.5570241207281281,-1.6812894800241132,-0.26224589387806274,-0.9055964165795787,-0.4303723054195726,0.19561147926954692,2
15,-1.038826761688752,-0.061778876005895475,-0.5507940712814468,0.5602185427228042,-0.2781276467499096,1.1209698708762086,0.24728228298055427,3
16,0.7289179604108836,1.7033602860612662,0.06269572319875329,0.6378592273525163,0.6976250228642396,0.8679385654395361,0.1729924330080258,3
17,0.010811662323662555,1.5626035754385126,-0.4217523194344554,-0.012255777005612077,-0.252227483487504,-0.351361436877552,0.22125525981846506,3
18,-1.9610910353874813,0.25896258379102105,0.20825673476303763,-0.028927506591993755,0.5691382066850388,-0.13541310133947826,-0.3357825249478257,3
19,-1.242584090134197,1.663132425773096,-1.2771367970828278,0.014342398606097501,-1.0188638899527442,1.3095110046922904,-0.6124867681511933,3
20,-2.9244366354027935,-1.1198845607635657,1.6981404307077053,-0.8382330812797399,-0.24369596397100546,-0.6693800828946347,-0.7503005645016199,4
21,-1.0732157490640868,1.063643822592092,-0.29584830033664544,-0.8561944663566617,0.33331173075383924,0.19300924028295335,0.3040628415130352,3
22,0.15517375083894674,0.09115040592890994,-0.018875994085552586,-0.637962538009313,1.2229273364901716,-0.15408223106018412,-0.2413693302694964,3
23,3.5903671547688125,0.9471590281057578,1.2576502713482698,-1.107103230480454,0.7551019140630416,0.14720107915229755,0.1687196276438714,1
24,-0.958356279685534,0.7682840083779799,0.40452665305678903,0.4598897476638945,1.1362029179442243,0.6182480475498151,-0.9504664662548259,3
25,-1.4857812610434078,-0.566668177641482,-0.34727883369421925,-1.0912303053801957,1.0149021652601915,-0.21410444930712005,-0.15585077273145617,3
26,-1.079859433673731,-0.5226588885165812,0.01518442036874763,-0.37238080900490733,0.38935638289731966,-0.13487485841135075,-0.18528871255504997,3
27,1.5361005734063378,-0.8482772190850174,-1.0273333760514245,-0.6095331082382833,-0.33488180320253813,-0.4631653863084073,-0.35661256787035567,2
28,0.1668283162377583,1.454199281308913,-1.0707436364203347,-0.8269968305490923,0.8750830232257725,-0.0391427158535657,0.29501861810998453,3
29,0.5288614045075236,-2.661097859948324,0.7079832717943888,-0.329722785729608,-1.2072916969201117,0.6150853873242711,-0.438314962391863,2
30,4.0269499182800885,-2.8322747297968287,0.26567660380423214,2.994217127082577,0.3507527190831017,-0.3205146449134165,-0.052466595261868136,2
31,-0.09070553695399257,0.8039324247284794,-1.1718101712497728,-0.7050787277165592,-0.6831944449073387,-0.1652379967668365,0.44366249538663544,3
32,0.6143856145049683,0.4230124110684792,-1.0822732526181096,-0.6371764562010808,-0.6962891339660046,-0.0898110317147147,0.1712497900325458,3
33,1.0085751368490352,-0.7922024472176433,-0.8647813957863049,-0.5520140965899678,-0.283428053323704,0.16833417794372063,-0.02732888734822735,2
34,-1.4213948147463096,-1.5169639867987483,-0.6549651499886952,-0.40473488360533444,0.16930821707596014,0.3570963930447924,0.043248170946217995,2
35,0.3951758739101459,-0.6477988117725904,0.8570219825652293,-0.3784038828112065,0.3221148198415764,-0.48759313475402344,-0.662456303530997,2
36,1.0375932575723106,0.373787262413525,0.03339844818786476,3.405943457601708,0.544172041846936,-0.7135662273085689,0.043367000825914645,3
37,-0.9714884880068781,1.4683919403559278,-0.16079305091135443,-0.04277950794256017,0.29283412595423336,-0.1679991361831678,-0.6693562713418794,3
38,-0.22505554739743586,0.20499514120065154,-0.3369636783328385,-0.29484657178691515,0.9347394416905642,-0.27788948975396144,0.6210257560011314,3
39,-0.22925529314130882,-2.7472154295709097,-0.11757334358380034,-0.13001803298507675,-0.5512138510012277,1.0054572718367,-0.021939341752236694,2
40,3.5990322768096017,1.300722286341768,3.5534199041619345,-1.1910447050828354,0.33796029692736723,1.5560007605492392,0.4704270808090502,1
41,0.17457217787836288,-0.4888802908542689,-0.7580931161879656,-0.9253610866986627,-0.4818696723201278,-0.49221859665937917,0.16163528039176686,2
42,1.1563114364014875,-1.286261947882963,0.1494737142448451,-0.9103404599282446,-1.201050643665134,-0.36642055618799957,0.1792685751761022,2
43,0.5421551337875363,-2.0845916733955017,1.3854657514288002,-0.7759109741542218,1.1045054208359755,-0.6103224722514234,0.14293998573142627,2
44,0.43666063657130083,1.3069944431086349,-0.24314612368879387,-0.09264184480049978,0.6101943114790969,-0.45406931904287856,0.08819506120018746,3
45,-1.0723955708344866,-2.3472905105260793,-0.30540107444518777,-1.2012934788285348,0.09827692112046722,-0.37441747556334964,-0.11118674246903869,2
46,1.2815210403366981,-0.7326709772021257,-0.9967496316629403,-0.8308040862176811,-0.6891862663165674,0.052940651393027276,0.3149289727421477,2
47,-0.9218301601345217,-0.06580669575565527,-0.26261550059591154,1.1004733544389345,0.5096367614945654,0.5327207149056066,0.05661848340363468,3
48,-1.425870274968974,0.2340481207376992,0.5524081539613708,0.32455855159480024,-0.39245954599326555,-0.7689717622265486,0.6401916887234713,3
49,-2.725191201128663,0.45597414655247487,2.5642890330800485,1.2540163156886455,-1.590769388423278,-1.0559068268650544,-0.5055154236606229,4
50,-0.41049080638770685,1.102844049755257,-0.1448680767152907,0.04434895311984936,0.060560976425670425,0.1139551684916743,0.33485434983328893,3
51,0.09186127414914512,-1.32449656676272,0.6021718739271393,-0.11773050803311493,-0.6573624311061778,0.8820071453283241,-0.3907801990699527,2
52,0.3082082622443155,2.5700762831604615,-0.3514272858758646,0.5897072809540725,-0.732658381145607,1.0945601949419415,-0.5919649884989401,3
53,-0.9531941789596622,-0.2560197893925589,-0.25756693870203523,-0.5423546447402509,-0.3598710054814604,0.050027604095470274,-0.13146233402291388,3
54,0.5018662949168661,-2.023434742438693,-0.015380757891431155,-0.14839476609365543,1.6055008886583673,-0.15553009885906743,-0.5680270289268705,2
55,0.1639281470341135,-0.2989464771622224,0.0829318384443646,0.8175793120858665,0.5846175427038661,0.6620552769299739,0.4723129402063805,3
56,-0.4339033487570589,-1.0310548387057368,-0.5759381752546928,0.9847136705340358,0.23503025012241116,0.11698366340785347,0.6147048906570848,2
57,-0.410870843932251,0.7577603073716588,-0.09330758156132095,0.9558118269928487,-0.09451404598857108,0.17617262525631963,-0.5451788867429935,3
58,-1.0144674790484447,0.8553232725358559,0.2602389366334192,-0.563423899827563,0.00323148830006041,-0.5369324587513954,-0.23528683286787705,3
59,2.0659209233647426,-2.5299872735766353,1.026168121637128,0.5020815913172484,-0.41524327046657966,0.7477115634349182,0.02262514451377532,2
60,-1.305421586625445,-0.10426946986152422,0.18882949920206948,0.03353996570311352,1.033808397339853,-0.6592859938854597,0.056642090227331084,3
61,-3.2481836689278585,-0.33461567063600584,4.001889667438119,0.3467858022906484,-0.8142727596092347,-0.24323141218855263,1.040987656500978,4
