FIPS,State,County,Deaths,Years of Potential Life Lost Rate,95% CI - Low,95% CI - High,Z-Score,Sample Size,% Fair or Poor Health,95% CI - Low,95% CI - High,Z-Score,Sample Size,Physically Unhealthy Days,95% CI - Low,95% CI - High,Z-Score,Sample Size,Mentally Unhealthy Days,95% CI - Low,95% CI - High,Z-Score,Unreliable,# Low Birthweight Births,# Live births,% Low birthweight,95% CI - Low,95% CI - High,Z-Score,Sample Size,% Smokers,95% CI - Low,95% CI - High,Z-Score,% Obese,95% CI - Low,95% CI - High,Z-Score,Food Environment Index,Z-Score,% Physically Inactive,95% CI - Low,95% CI - High,Z-Score,# With Access,% With Access,Z-Score,Sample Size,% Excessive Drinking,95% CI - Low,95% CI - High,Z-Score,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,Z-Score,# Chlamydia Cases,Chlamydia Rate,Z-Score,Teen Births ,Teen Population,Teen Birth Rate,95% CI - Low,95% CI - High,Z-Score,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,Z-Score,# Primary Care Physicians,PCP Rate,PCP Ratio,Z-Score,# Dentists,Dentist Rate,Dentist Ratio,Z-Score,# Mental Health Providers,MHP Rate,Mental Health Provider Ratio,# Mental Health Providers,MHP Rate,MHP Ratio,Z-Score,# Medicare Enrollees,Preventable Hosp. Rate,95% CI - Low,95% CI - High,Z-Score,# Diabetics,% Receiving HbA1c,95% CI - Low,95% CI - High,Z-Score,# Medicare Enrollees,% Mammography,95% CI - Low,95% CI - High,Z-Score,Cohort Size,Graduation Rate,Z-Score,# Some College,Population,% Some College,95% CI - Low,95% CI - High,Z-Score,# Unemployed,Labor Force,% Unemployed,Z-Score,# Children in Poverty,% Children in Poverty,95% CI - Low,95% CI - High,Z-Score,80th Percentile Income,20th Percentile Income,Income Ratio,Z-Score,# Single-Parent Households,# Households,% Single-Parent Households,95% CI - Low,95% CI - High,Z-Score,# Associations,Association Rate,Z-Score,# Violent Crimes,Violent Crime Rate,Z-Score,# Injury Deaths,Injury Death Rate,95% CI - Low,95% CI - High,Z-Score,Average Daily PM2.5,Z-Score,Pop. In Viol,% Pop in Viol,Z-Score,# Households with Severe Problems,% Severe Housing Problems,95% CI - Low,95% CI - High,Z-Score,# Drive Alone,# Workers,% Drive Alone,95% CI - Low,95% CI - High,Z-Score,# Workers who Drive Alone,% Long Commute - Drives Alone,95% CI - Low,95% CI - High,Z-Score
36081,New York,Queens,17026,4616,4518,4714,-1.62,3455,18,16,20,0.96,3332,3.3,3.0,3.6,-0.43,3355,3.5,3.1,4.0,0.00,,17689,215415,8.2,8.1,8.3,0.88,3446,13,12,15,-1.24,24,22,26,-1.16,8.1,0.10,27,25,29,1.21,2130241,95,-1.20,3276,15,12,18,-0.85,71,405,18,-0.90,12777,562,1.30,10469,461519,23,22,23,-0.13,379048,19,19,20,4.28,1505,66,1510:1,-0.14,1604,70,1432:1,-0.67,2769,121,829:1,2910,127,789:1,0.41,152336,57,56,58,-0.55,16233,86,84,87,0.37,9401,56.1,54.6,57.6,1.65,19879,70,1.74,430176,694359,62.0,61.2,62.7,-0.13,88990,1147536,7.8,0.07,99825,22,19,24,-0.05,111006,23038,4.8,0.33,152071,461422,33,32,34,0.06,1062,4.7,1.75,14234,633,2.69,3374,30,29,31,-1.99,10.7,-1.29,,,0.00,250695,32,32,33,2.83,332554,1044049,32,31,32,-2.71,332554,55,54,56,2.15
36083,New York,Rensselaer,1694,5877,5462,6293,-0.14,522,17,12,22,0.61,513,3.6,2.7,4.4,-0.06,519,3.6,2.8,4.4,0.14,,879,12187,7.2,6.8,7.7,-0.12,520,19,15,24,-0.24,25,20,30,-0.82,8.1,0.10,22,18,27,-0.59,116431,73,0.24,503,22,16,29,1.09,12,60,20,-0.66,497,311,-0.11,995,38699,26,24,27,0.25,12084,9,8,10,-1.05,79,49,2023:1,0.46,68,43,2352:1,0.37,218,136,734:1,223,139,717:1,0.28,13127,57,53,61,-0.54,1370,88,83,93,-0.61,904,62.6,57.5,67.8,0.46,1781,83,-0.50,27415,39762,68.9,66.0,71.9,-0.99,5570,82425,6.8,-0.78,6662,21,17,24,-0.20,111053,24816,4.5,-0.14,11709,32943,36,32,39,0.41,148,9.3,0.48,492,310,0.60,332,42,37,46,-0.78,10.9,-0.98,29381,28,1.34,10045,16,15,17,-0.23,62246,77862,80,79,81,0.38,62246,29,28,31,-0.33
36085,New York,Richmond,4550,5668,5429,5906,-0.38,936,12,9,14,-0.82,920,3.3,2.7,3.9,-0.43,918,3.9,3.2,4.6,0.57,,3243,40032,8.1,7.8,8.4,0.77,930,18,15,22,-0.32,28,24,32,0.08,8.8,-1.06,28,24,31,1.36,462953,99,-1.41,895,17,14,21,-0.17,21,89,24,-0.31,1518,323,-0.05,2016,110283,18,18,19,-0.67,39749,10,9,11,-0.67,437,93,1077:1,-1.08,304,64,1555:1,-0.46,799,169,592:1,843,178,561:1,-0.14,34198,56,53,58,-0.67,3866,86,83,89,0.22,2788,60.8,57.9,63.7,0.80,4468,75,0.90,82834,124573,66.5,64.7,68.3,-0.69,18990,243573,7.8,0.11,20022,19,16,22,-0.48,136633,26975,5.1,0.66,29409,107481,27,25,29,-0.70,199,4.2,1.87,2963,633,2.69,1010,43,41,46,-0.63,10.9,-0.97,4135500,50,3.06,39330,24,23,25,1.28,113001,203179,56,55,57,-1.19,113001,48,46,49,1.42
36087,New York,Rockland,2260,4294,4040,4548,-1.99,644,12,9,16,-0.71,631,2.5,2.0,3.0,-1.39,630,2.8,2.0,3.6,-1.00,,2201,34436,6.4,6.1,6.6,-0.94,640,9,6,12,-2.11,24,20,28,-1.19,8.5,-0.57,24,20,28,-0.13,297138,95,-1.19,616,11,8,16,-1.73,17,74,23,-0.37,828,261,-0.39,1213,78522,15,15,16,-1.01,28949,11,10,12,-0.18,304,96,1045:1,-1.18,321,100,1000:1,-1.82,709,221,453:1,747,233,430:1,-0.71,35361,52,50,54,-0.94,3693,89,86,92,-0.82,2553,66.8,63.6,70.0,-0.30,3526,87,-1.17,48222,73214,65.9,63.7,68.0,-0.61,9339,157556,5.9,-1.48,21725,25,21,28,0.45,161596,32577,5.0,0.52,14396,87620,16,15,18,-2.18,313,9.9,0.31,501,160,-0.37,453,29,26,32,-2.12,10.9,-0.97,135444,45,2.68,24790,25,24,26,1.51,99458,139763,71,70,72,-0.19,99458,40,38,42,0.69
36089,New York,St. Lawrence,1310,6778,6196,7360,0.92,460,19,15,24,1.30,456,5.1,4.0,6.2,1.75,451,4.3,3.3,5.2,1.14,,626,8387,7.5,6.9,8.0,0.13,459,27,21,33,1.25,29,24,35,0.60,7.6,0.92,26,21,31,0.75,71418,64,0.83,447,23,17,29,1.31,24,56,43,1.58,237,211,-0.67,768,34233,22,21,24,-0.16,10378,12,11,13,0.54,61,54,1840:1,0.28,42,38,2666:1,0.56,144,129,778:1,149,133,751:1,0.35,12678,81,76,86,1.18,1674,89,84,94,-0.97,950,72.0,66.6,77.4,-1.26,1385,76,0.69,14530,25633,56.7,53.7,59.7,0.51,4461,47991,9.3,1.38,6726,30,24,35,1.30,84584,18135,4.7,0.12,8002,22927,35,31,39,0.32,123,11.0,0.00,136,123,-0.61,289,52,46,58,0.27,11.4,-0.26,4139,6,-0.29,6550,16,14,17,-0.25,33607,44070,76,75,77,0.14,33607,24,22,26,-0.82
36091,New York,Saratoga,1890,4504,4181,4827,-1.75,735,12,9,16,-0.65,721,3.1,2.5,3.7,-0.67,728,2.6,1.9,3.3,-1.29,,1058,15888,6.7,6.3,7.0,-0.68,735,16,13,20,-0.70,26,22,31,-0.45,8.9,-1.23,23,19,27,-0.44,195167,89,-0.78,713,20,17,25,0.71,17,91,19,-0.79,452,204,-0.71,689,50105,14,13,15,-1.22,13599,7,6,8,-2.02,173,78,1284:1,-0.55,133,59,1683:1,-0.27,286,128,783:1,304,136,736:1,0.32,19837,50,47,54,-1.05,1934,88,84,92,-0.59,1479,68.0,63.8,72.2,-0.52,2602,87,-1.17,42904,56302,76.2,73.4,79.0,-1.87,6981,118077,5.9,-1.50,4600,10,8,12,-2.02,124247,30855,4.0,-0.74,11021,48488,23,21,25,-1.33,182,8.2,0.77,143,65,-0.98,402,37,33,40,-1.32,11.1,-0.80,18002,10,-0.03,10680,12,11,13,-0.89,92567,111230,83,82,84,0.59,92567,36,35,38,0.32
36093,New York,Schenectady,1535,6036,5592,6480,0.05,470,15,12,20,0.30,468,3.8,2.8,4.9,0.18,461,2.5,1.8,3.3,-1.43,,1137,13092,8.7,8.2,9.2,1.35,470,18,13,24,-0.37,27,22,32,-0.26,7.6,0.92,24,20,29,0.10,142831,92,-1.00,458,15,11,21,-0.69,5,27,19,-0.80,737,475,0.81,1038,36860,28,26,30,0.55,11731,9,8,10,-1.08,108,70,1436:1,-0.26,115,74,1351:1,-0.83,270,174,575:1,282,182,551:1,-0.17,14463,44,40,47,-1.55,1199,87,82,93,-0.30,870,64.3,58.9,69.6,0.16,2185,78,0.34,24832,38449,64.6,61.6,67.6,-0.45,5177,75069,6.9,-0.66,8038,24,20,28,0.32,105682,22229,4.8,0.24,12334,34714,36,32,39,0.41,134,8.6,0.65,710,457,1.55,309,40,36,45,-0.96,11.2,-0.66,214,0,-0.77,9515,16,15,18,-0.12,58873,72802,81,80,82,0.43,58873,33,31,35,-0.01
36095,New York,Schoharie,335,5801,4745,6856,-0.23,151,10,6,15,-1.40,147,3.2,1.4,5.0,-0.55,147,3.2,1.8,4.7,-0.43,,132,2019,6.5,5.5,7.6,-0.80,150,25,17,37,1.01,27,20,33,-0.29,8.5,-0.57,25,18,32,0.21,15047,46,1.98,147,12,7,21,-1.51,4,11,36,0.94,53,165,-0.93,153,9911,15,13,18,-1.02,2675,11,9,12,-0.27,8,25,4012:1,1.33,10,31,3184:1,0.79,29,91,1098:1,31,97,1027:1,0.73,4243,62,54,69,-0.22,483,86,78,95,0.09,314,64.0,55.2,72.9,0.20,454,80,0.03,4107,7092,57.9,52.8,63.0,0.36,1262,15180,8.3,0.55,1123,19,14,24,-0.51,97791,22094,4.4,-0.20,1781,6281,28,23,33,-0.57,29,9.0,0.54,17,52,-1.07,64,39,30,50,-1.04,11.3,-0.50,1883,16,0.44,1760,14,12,16,-0.60,11301,14307,79,77,81,0.31,11301,47,43,50,1.33
36097,New York,Schuyler,229,4953,3938,5967,-1.22,86,15,8,26,0.18,86,6.0,2.6,9.5,2.84,84,4.6,2.0,7.2,1.56,,75,1178,6.4,5.0,7.8,-0.97,87,29,19,41,1.62,29,23,37,0.57,8.9,-1.23,27,20,36,1.32,11206,61,1.00,84,25,15,38,1.91,2,11,18,-0.83,68,367,0.20,124,4280,29,24,34,0.65,1606,11,9,12,-0.20,12,65,1543:1,-0.09,4,22,4615:1,1.16,26,141,710:1,27,146,684:1,0.21,2371,95,83,108,2.27,285,84,73,94,1.08,170,74.1,61.2,87.1,-1.65,234,79,0.21,2315,4053,57.1,49.7,64.5,0.46,752,9837,7.6,-0.02,900,26,20,31,0.65,84736,21933,3.9,-0.96,803,3564,23,17,28,-1.36,21,11.3,-0.10,16,85,-0.85,52,56,42,74,0.77,12.2,0.80,0,0,-0.78,795,10,9,12,-1.21,6741,8133,83,80,85,0.56,6741,40,35,45,0.67
36099,New York,Seneca,384,6132,5141,7123,0.16,131,24,14,37,2.68,125,5.0,3.3,6.6,1.63,129,3.7,1.6,5.8,0.28,,155,2563,6.0,5.1,7.0,-1.29,130,23,15,34,0.59,29,23,36,0.51,8.7,-0.90,26,20,33,0.75,26028,74,0.19,126,11,6,19,-1.78,12,30,40,1.30,100,283,-0.27,191,7781,25,21,28,0.10,3111,12,10,13,0.20,9,25,3923:1,1.31,8,23,4426:1,1.13,51,144,694:1,51,144,694:1,0.23,2716,61,52,70,-0.27,268,91,80,100,-1.93,174,66.1,54.0,78.2,-0.18,419,79,0.27,5074,8920,56.9,52.2,61.5,0.49,1142,16572,6.9,-0.66,1526,22,16,28,-0.03,90724,20168,4.5,-0.11,2033,7023,29,24,34,-0.48,39,11.0,-0.02,58,176,-0.26,96,54,44,67,0.57,12.2,0.77,8220,31,1.64,1950,15,13,17,-0.42,12382,15020,82,81,84,0.54,12382,30,27,32,-0.30
36101,New York,Steuben,1112,5974,5426,6521,-0.02,361,15,11,20,0.21,355,4.0,3.1,4.9,0.42,357,3.9,2.8,5.0,0.57,,545,7786,7.0,6.4,7.6,-0.34,361,30,24,37,1.93,30,24,36,0.85,8.0,0.26,21,16,26,-1.17,51247,52,1.60,356,17,12,24,-0.17,17,49,35,0.78,241,243,-0.49,691,23327,30,27,32,0.72,9168,11,10,12,0.02,60,61,1651:1,0.06,37,38,2666:1,0.56,140,142,705:1,148,150,667:1,0.17,11219,71,66,76,0.47,1339,86,81,91,0.15,780,66.3,60.6,72.0,-0.21,1375,85,-0.75,13951,23018,60.6,57.6,63.6,0.03,3905,43984,8.9,1.03,5348,25,20,29,0.47,89120,20930,4.3,-0.43,7862,22526,35,31,38,0.32,117,11.8,-0.23,152,154,-0.40,276,56,49,62,0.71,12.4,1.10,4324,9,-0.10,5480,13,12,15,-0.68,34022,42243,81,79,82,0.41,34022,27,25,28,-0.60
36103,New York,Suffolk,13246,5284,5151,5416,-0.83,3185,11,10,13,-0.85,3129,3.2,2.8,3.5,-0.55,3139,3.4,3.0,3.9,-0.15,,9350,121421,7.7,7.6,7.9,0.37,3170,18,16,20,-0.39,22,20,25,-1.59,9.1,-1.56,22,20,24,-0.86,1421217,95,-1.18,3078,18,16,20,0.10,164,716,23,-0.37,3467,231,-0.56,5770,358729,16,16,17,-0.94,144903,11,11,12,0.19,1114,74,1346:1,-0.43,1160,77,1293:1,-0.95,3160,211,475:1,3374,225,444:1,-0.63,164314,66,65,67,0.12,16743,85,84,87,0.49,12354,63.7,62.2,65.1,0.27,20569,88,-1.26,240136,372650,64.4,,,-0.44,50854,792842,6.4,-1.07,33704,10,8,12,-1.95,156332,38362,4.1,-0.67,82457,347558,24,23,25,-1.19,963,6.4,1.26,2220,148,-0.44,3907,52,51,54,0.35,10.2,-1.96,2475,0,-0.76,111325,22,22,23,0.99,566531,712824,79,79,80,0.35,566531,40,39,40,0.65
36105,New York,Sullivan,1078,7756,7040,8472,2.07,254,15,11,21,0.27,247,4.4,3.2,5.5,0.90,250,3.4,2.3,4.5,-0.15,,581,6391,9.1,8.4,9.8,1.75,254,26,19,34,1.09,30,24,36,0.79,7.6,0.92,24,19,30,0.02,54319,70,0.43,249,19,13,27,0.41,20,64,31,0.44,281,366,0.20,550,18374,30,27,32,0.76,8699,14,12,15,1.46,36,47,2133:1,0.55,32,42,2396:1,0.40,93,121,824:1,101,132,759:1,0.36,9631,66,61,71,0.09,1250,88,83,93,-0.51,746,52.7,47.5,57.9,2.29,880,76,0.72,9554,18362,52.0,48.4,55.7,1.08,2903,33483,8.7,0.85,4581,28,22,35,1.07,91510,18933,4.8,0.35,5801,16692,35,30,40,0.30,87,11.3,-0.10,200,258,0.27,276,71,63,80,2.36,11.4,-0.36,41,0,-0.77,6520,22,20,24,0.94,24117,31356,77,75,79,0.18,24117,37,34,40,0.38
36107,New York,Tioga,526,6153,5316,6989,0.19,261,14,10,20,0.01,252,3.7,2.4,5.1,0.06,255,3.6,2.3,5.0,0.14,,270,3841,7.0,6.2,7.8,-0.31,259,14,10,19,-1.13,32,25,38,1.25,8.9,-1.23,26,20,33,0.75,37763,74,0.18,252,20,14,28,0.62,16,30,53,2.60,111,220,-0.62,361,11811,31,27,34,0.84,3860,9,8,10,-1.00,14,28,3606:1,1.23,8,16,6280:1,1.38,63,125,798:1,65,129,773:1,0.39,5434,63,57,70,-0.10,563,86,78,94,0.17,391,65.0,57.0,73.0,0.03,730,78,0.32,6960,11274,61.7,56.8,66.6,-0.11,1893,24281,7.8,0.11,1990,18,13,23,-0.64,99202,23170,4.3,-0.40,2836,11591,24,20,29,-1.09,70,13.9,-0.80,34,67,-0.97,120,47,39,55,-0.22,11.9,0.42,100,0,-0.75,2225,11,9,12,-1.13,19933,23889,83,82,85,0.60,19933,30,27,33,-0.24
36109,New York,Tompkins,725,4527,4055,4999,-1.72,360,12,8,17,-0.71,353,2.8,2.0,3.5,-1.03,352,3.4,2.3,4.5,-0.15,,410,6321,6.5,5.9,7.1,-0.85,354,13,9,18,-1.37,24,19,29,-1.13,7.7,0.76,24,19,30,0.17,80270,79,-0.15,347,14,11,19,-0.91,14,48,29,0.24,288,281,-0.28,308,43903,7,6,8,-2.05,8873,11,10,13,0.11,84,82,1221:1,-0.70,51,49,2032:1,0.12,286,276,362:1,293,283,354:1,-1.25,9339,38,34,42,-1.96,686,93,85,100,-2.39,646,69.3,62.9,75.8,-0.77,956,81,-0.11,18919,23608,80.1,76.0,84.3,-2.35,2919,58230,5.0,-2.26,2814,18,14,22,-0.66,107528,18793,5.7,1.54,4475,15856,28,24,33,-0.58,111,10.8,0.04,119,117,-0.64,211,42,36,47,-0.80,12.0,0.56,2200,2,-0.61,7775,20,18,22,0.58,28722,48129,60,58,62,-0.93,28722,17,15,19,-1.52
36111,New York,Ulster,1973,5913,5501,6325,-0.09,594,12,9,16,-0.65,581,3.9,2.8,4.9,0.30,585,3.4,2.5,4.3,-0.15,,823,12115,6.8,6.3,7.2,-0.54,593,23,18,28,0.51,27,23,32,-0.14,8.1,0.10,19,15,23,-2.01,150169,82,-0.36,580,25,20,31,2.02,21,85,25,-0.20,450,248,-0.47,823,45968,18,17,19,-0.71,19549,13,12,15,1.21,117,64,1554:1,-0.07,110,61,1645:1,-0.32,507,280,357:1,535,296,338:1,-1.38,22949,64,61,67,-0.03,2309,85,81,89,0.69,1705,62.8,59.0,66.5,0.44,2331,81,-0.16,27142,43530,62.4,59.4,65.3,-0.18,6667,86004,7.8,0.07,5790,17,13,22,-0.74,112490,24554,4.6,0.01,10867,35050,31,28,34,-0.21,170,9.4,0.45,341,186,-0.20,451,49,45,54,0.04,11.2,-0.66,1921,2,-0.62,14130,20,19,22,0.58,64812,83780,77,76,79,0.21,64812,37,35,39,0.38
36113,New York,Warren,743,5906,5189,6623,-0.10,290,13,9,19,-0.42,285,3.0,2.2,3.9,-0.79,287,2.4,1.6,3.3,-1.57,,294,4307,6.8,6.1,7.6,-0.51,288,25,18,32,0.85,27,22,33,-0.11,8.3,-0.24,20,15,25,-1.71,63054,96,-1.23,272,22,16,30,1.25,8,33,24,-0.24,177,270,-0.34,383,14844,26,23,28,0.26,5652,11,9,12,-0.26,71,108,923:1,-1.63,59,90,1107:1,-1.45,177,271,369:1,183,280,357:1,-1.22,7329,59,54,65,-0.38,689,88,81,95,-0.44,548,73.2,66.0,80.3,-1.48,878,82,-0.34,9479,14882,63.7,59.2,68.2,-0.34,2645,34942,7.6,-0.09,2338,19,14,24,-0.49,102215,24749,4.1,-0.60,4197,13056,32,27,37,-0.05,85,13.0,-0.55,108,164,-0.34,139,42,35,49,-0.72,11.1,-0.80,18173,36,1.98,4630,16,15,18,-0.13,25441,31158,82,80,83,0.49,25441,25,23,27,-0.71
36115,New York,Washington,750,6525,5772,7277,0.62,235,16,11,24,0.56,235,3.7,2.6,4.9,0.06,231,3.1,1.7,4.5,-0.58,,336,4414,7.6,6.8,8.4,0.28,239,28,21,37,1.51,29,23,36,0.48,8.4,-0.40,25,19,31,0.25,40174,64,0.85,227,12,8,20,-1.48,14,47,30,0.30,151,240,-0.51,411,13227,31,28,34,0.90,5649,11,10,13,0.09,23,37,2736:1,0.91,14,22,4507:1,1.14,64,101,986:1,65,103,971:1,0.67,5271,70,63,78,0.42,553,88,81,96,-0.74,378,64.3,56.2,72.4,0.15,779,78,0.36,7216,15744,45.8,42.2,49.4,1.84,2238,31498,7.1,-0.48,2672,22,17,27,-0.03,90791,22459,4.0,-0.72,4428,12953,34,28,40,0.23,64,10.2,0.22,88,138,-0.51,178,56,48,65,0.77,10.9,-1.04,2413,7,-0.21,3840,16,14,17,-0.27,22274,27763,80,78,82,0.39,22274,37,34,40,0.44
36117,New York,Wayne,1000,5610,5065,6154,-0.45,317,21,14,30,1.79,312,4.9,3.3,6.4,1.51,311,4.5,3.2,5.9,1.42,,508,7418,6.8,6.3,7.4,-0.49,316,21,16,28,0.24,30,24,36,0.66,8.5,-0.57,23,18,29,-0.29,65051,69,0.47,304,16,10,24,-0.58,6,44,14,-1.28,257,277,-0.30,668,22312,30,28,32,0.76,8080,10,9,11,-0.40,31,33,2999:1,1.03,40,43,2312:1,0.34,68,74,1360:1,69,75,1340:1,0.97,5538,76,69,83,0.86,545,88,80,96,-0.60,340,55.6,47.7,63.5,1.75,1377,83,-0.49,12944,21485,60.2,56.7,63.8,0.08,3519,46792,7.5,-0.13,3611,18,14,22,-0.69,95318,24360,3.9,-0.89,6899,21415,32,28,36,-0.04,105,11.3,-0.09,146,155,-0.40,245,52,46,59,0.35,12.3,0.91,7125,8,-0.18,4590,13,11,14,-0.82,36384,42895,85,84,86,0.69,36384,37,34,39,0.38
36119,New York,Westchester,6872,4293,4141,4444,-2.00,2094,12,10,14,-0.82,2054,3.1,2.6,3.7,-0.67,2072,2.8,2.4,3.2,-1.00,,6588,78956,8.3,8.2,8.5,1.01,2084,13,11,15,-1.28,18,16,20,-2.98,8.8,-1.06,19,17,22,-1.82,939815,99,-1.43,2017,17,14,19,-0.28,56,201,28,0.11,3033,315,-0.09,3514,223789,16,15,16,-0.98,97487,12,11,13,0.61,1352,141,711:1,-2.78,994,103,975:1,-1.91,2962,306,327:1,3105,320,312:1,-1.65,108000,54,53,55,-0.79,8562,87,85,89,-0.04,6922,66.3,64.3,68.2,-0.21,11316,86,-0.96,166583,239945,69.4,68.2,70.7,-1.04,29908,475390,6.3,-1.17,29574,13,11,15,-1.41,178970,30979,5.8,1.61,62077,223523,28,27,29,-0.64,810,8.4,0.71,2446,257,0.26,1593,34,32,35,-1.64,10.8,-1.17,105738,12,0.11,85935,25,24,25,1.43,267103,446383,60,59,60,-0.92,267103,38,37,39,0.52
36121,New York,Wyoming,454,5624,4819,6430,-0.43,162,14,8,24,-0.08,155,3.9,2.5,5.4,0.30,158,4.5,2.4,6.5,1.42,,155,2746,5.6,4.8,6.5,-1.69,162,18,12,27,-0.30,28,22,35,0.29,8.3,-0.24,25,19,32,0.56,25116,60,1.10,158,19,12,28,0.30,2,19,11,-1.58,97,232,-0.56,158,9211,17,15,20,-0.81,3427,11,10,12,-0.22,18,43,2327:1,0.69,13,31,3195:1,0.80,58,140,716:1,61,147,681:1,0.20,2543,73,62,83,0.60,273,86,75,97,0.05,194,59.8,48.9,70.7,0.98,421,85,-0.71,5874,11434,51.4,47.8,54.9,1.16,1562,20113,7.8,0.08,1336,17,13,21,-0.83,90324,23374,3.9,-0.96,2801,8292,34,28,40,0.17,66,15.8,-1.32,40,95,-0.79,103,49,40,58,-0.02,12.7,1.53,3518,16,0.42,1740,11,9,13,-1.07,14806,18067,82,80,84,0.50,14806,37,34,40,0.39
36123,New York,Yates,283,6046,4908,7185,0.06,,,,,0.00,112,2.6,1.2,3.9,-1.27,,,,,0.00,,116,2220,5.2,4.3,6.2,-2.11,115,25,14,40,0.90,26,20,33,-0.51,8.8,-1.06,24,17,32,-0.02,13227,52,1.58,111,15,8,25,-0.82,11,20,55,2.76,60,237,-0.53,146,7819,19,16,22,-0.62,2793,14,13,16,1.57,13,51,1950:1,0.39,9,36,2795:1,0.63,18,72,1398:1,18,72,1398:1,1.00,2145,59,49,69,-0.44,192,89,76,100,-0.99,134,64.2,50.6,77.7,0.17,261,84,-0.62,2287,4970,46.0,40.2,51.9,1.82,808,13201,6.1,-1.32,1562,27,21,34,0.90,88744,21162,4.2,-0.52,1586,5954,27,21,32,-0.80,39,15.4,-1.22,17,67,-0.97,64,50,39,65,0.15,12.3,0.91,2784,20,0.78,1550,16,14,19,-0.15,8015,11363,71,68,73,-0.23,8015,33,28,37,-0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"^This data was updated on March 29, 2017. Please see http://www.countyhealthrankings.org/content/data-changes for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,